Date,Account,Description,Payee,Amount,Category,Is_Tax_Deductible,Is_Reimbursable,Source,TransactionID,Reviewed,ReconciliationID,SourceTransactionID,Rule_Ignored,Duplicate_Ignored
2024-07-01,Wells Fargo CC,"CVS CVS/PHARMACY #09658 BURBANK      ,CA",Cvs Cvs/Pharmacy,-10.0,Health & Wellness: Prescriptions,False,False,WF Credit Card Year End080425.csv,8e370bc1a92744df8f49258429e5b7e4,True,,,False,False
2024-07-01,Wells Fargo CC,"CVS CVS/PHARMACY #09658 BURBANK      ,CA",Cvs Cvs/Pharmacy,-3.96,Health & Wellness: Prescriptions,False,False,WF Credit Card Year End080425.csv,6811ab6caad70eaac576cd91d5ae6458,True,,,False,False
2024-05-20,Wells Fargo CC,"CVS CVS/PHARMACY #09658 BURBANK      ,CA",Cvs Cvs/Pharmacy,-31.83,Health & Wellness: Prescriptions,False,False,WF Credit Card Year End080425.csv,81dfc7a33bfbf682d0d1c6b7c118a7e0,True,,,False,False
2024-05-20,Wells Fargo CC,"CVS CVS/PHARMACY #09658 BURBANK      ,CA",Cvs Cvs/Pharmacy,-18.18,Health & Wellness: Prescriptions,False,False,WF Credit Card Year End080425.csv,28d81c80346d5e09927dc75fd2837f51,True,,,False,False
2024-04-19,Wells Fargo CC,"CVS CVS/PHARMACY #09624 HOLLYWOOD    ,CA",Cvs Cvs/Pharmacy,-4.04,Health & Wellness: Prescriptions,False,False,WF Credit Card Year End080425.csv,1de898d9e24c6e34e981b2f742f21880,True,,,False,False
2024-04-03,Wells Fargo CC,"CVS CVS/PHARMACY #09658 BURBANK      ,CA",Cvs Cvs/Pharmacy,-10.0,Health & Wellness: Prescriptions,False,False,WF Credit Card Year End080425.csv,ef87614b77cbe63249a26233102eb9c3,True,,,False,False
2024-04-02,Wells Fargo CC,"CVS CVS/PHARMACY #09658 BURBANK      ,CA",Cvs Cvs/Pharmacy,-25.6,Health & Wellness: Prescriptions,False,False,WF Credit Card Year End080425.csv,eb3fd1a0c93ac10f761a726f54553bc0,True,,,False,False
2024-04-01,Wells Fargo CC,"CVS CVS/PHARMACY #09658 BURBANK      ,CA",Cvs Cvs/Pharmacy,-17.08,Health & Wellness: Prescriptions,False,False,WF Credit Card Year End080425.csv,70cb6511b6efa703ca05aa1ca4dbcc62,True,,,False,False
2024-04-01,Wells Fargo CC,"CVS CVS/PHARMACY #09658 BURBANK      ,CA",Cvs Cvs/Pharmacy,-10.0,Health & Wellness: Prescriptions,False,False,WF Credit Card Year End080425.csv,d5bf925fdbb44ae907a51b46a2a4a4d4,True,,,False,False
2024-03-23,Wells Fargo CC,"CVS CVS/PHARMACY #09734 BURBANK      ,CA",Cvs Cvs/Pharmacy,-22.59,Health & Wellness: Prescriptions,False,False,WF Credit Card Year End080425.csv,20af100c836c46bf42f91699ee0dca5e,True,,,False,False
2024-09-16,Wells Fargo CC,"CONTAINER STORE CONTAINERSTOREPASADENA PASADENA     ,CA",Container Store Containerstorepasadena Pasadena,-58.98,Shopping: General,False,False,WF Credit Card Year End080425.csv,447d2eeaddb0334149c5b4bdb1691256,True,,,False,False
2024-12-28,Wells Fargo CC,"GEICO GEICO  *AUTO 800-841-3000 ,DC",Geico Geico,-901.78,Auto & Transport: Insurance,False,False,WF Credit Card Year End080425.csv,e3b096c250f5effda25c3c1179325dc4,True,,,False,False
2024-06-28,Wells Fargo CC,"GEICO GEICO  *AUTO 800-841-3000 ,DC",Geico Geico,-980.52,Auto & Transport: Insurance,False,False,WF Credit Card Year End080425.csv,871441315f8722c81d8e0abcfcd71773,True,,,False,False
2024-12-08,Wells Fargo CC,"LIVE STEAMY LOS ANGELES LIVE STEAMRS LOS ANGELES  ,CA",Live Steamy Los Angeles Live Steamrs Los Angeles,-8.0,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,4594ce6da6d755b40dd38f6d76b1df05,True,,,False,False
2024-10-12,Wells Fargo CC,"C E SOLUTIONS CE SOLUTIONS 512-715-9333 ,TX",C E Solutions Ce Solutions,-71.75,Expenses: Work,False,False,WF Credit Card Year End080425.csv,b6e91552c8e0377388bb47001a70574c,True,,,False,False
2024-06-13,Wells Fargo CC,"MARINA AQUATIC CENTER UCLA ENCINO SPEC 170 ENCINO       ,CA",Marina Aquatic Center Ucla Encino Spec,-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,4e3f0ecc41243827c204216a5007a288,True,,,False,False
2024-05-09,Wells Fargo CC,"BESTONLINETRAFFICSCHOO BESTONLINETRAFFICSCHOO HTTPSWWW.BEST,CA","Bestonlinetrafficschoo Bestonlinetrafficschoo Httpswww.Best,Ca",-19.99,Auto & Transport: Misc,False,False,WF Credit Card Year End080425.csv,9c0f28610ba782ffce43d8b59b736434,True,,,False,False
2024-12-30,Wells Fargo CC,"I.A.T.S.E. LOCAL PAYPAL *LOCAL 80 SAN JOSE     ,CA",I.A.T.S.E. Local Paypal,-300.04,Fees & Subscriptions: Union Dues,False,False,WF Credit Card Year End080425.csv,b560f8240f52870625997b23c46a89da,True,,,False,False
2024-09-27,Wells Fargo CC,"I.A.T.S.E. LOCAL LOCAL 80 SAN JOSE     ,CA",I.A.T.S.E. Local Local 80 San Jose,-140.86,Fees & Subscriptions: Union Dues,False,False,WF Credit Card Year End080425.csv,8f14c249e524a02e935f07421cdcb590,True,,,False,False
2024-06-26,Wells Fargo CC,"I.A.T.S.E. LOCAL LOCAL 80 SAN JOSE     ,CA",I.A.T.S.E. Local Local 80 San Jose,-280.4,Fees & Subscriptions: Union Dues,False,False,WF Credit Card Year End080425.csv,103d41d226cce042f45b3fe99489202e,True,,,False,False
2024-03-27,Wells Fargo CC,"I.A.T.S.E. LOCAL LOCAL 80 8185225475   ,CA",I.A.T.S.E. Local Local 80,-280.4,Fees & Subscriptions: Union Dues,False,False,WF Credit Card Year End080425.csv,209edbd21f87989e1b10156f4a74cdbb,True,,,False,False
2024-12-23,Wells Fargo CC,"CASH BACK REDEMPTION REF CASH BACK REDEMPTION REF 163668233   ,",Cash Back Redemption Ref Cash Back Redemption Ref,52.23,Non-Taxable Income: Rewards,False,False,WF Credit Card Year End080425.csv,779e87b768b6cd42e937a4bc86c3d247,True,,,False,False
2024-11-26,Wells Fargo CC,"SERVICE FEE SERVICE FEE 562-378-1500 ,TN",Service Fee Service Fee,-3.31,Fees & Subscriptions: Bank Fees,False,False,WF Credit Card Year End080425.csv,ee202b92a5b2af5946f5502cafcee829,True,,,False,False
2024-11-05,Wells Fargo CC,"AUGUTR AUGUTR.COM 8886852407   ,FL",Augutr Augutr.Com,-1.95,Shopping: General,False,False,WF Credit Card Year End080425.csv,65a7a63df720e0681c4580ba933db2fd,True,,,False,False
2024-10-11,Wells Fargo CC,"FEDEX FEDEX280513365826 COLLIERVILLE ,TN","Fedex Fedex280513365826 Collierville ,Tn",-25.75,Expenses: Office,False,False,WF Credit Card Year End080425.csv,68d5d9d63de6e2e83a2d0df6d14846c4,True,,,False,False
2024-09-25,Wells Fargo CC,"CASH BACK REDEMPTION REF CASH BACK REDEMPTION REF 157434234   ,",Cash Back Redemption Ref Cash Back Redemption Ref,37.03,Non-Taxable Income: Rewards,False,False,WF Credit Card Year End080425.csv,fdf41faf8f5cdb4e608b2e7a9484aa00,True,,,False,False
2024-09-20,Wells Fargo CC,"LAKIDSCONSI PAYPAL *LAKIDSCONSI SAN JOSE     ,CA",Lakidsconsi Paypal,-17.99,Child-Related: Misc Expenses,False,False,WF Credit Card Year End080425.csv,92aec76420ae20cc088e134fec15caaf,True,,,False,False
2024-09-17,Wells Fargo CC,"CITY OF PASADENA City of Pasadena, CA Park 704-817-2500 ,NC","City Of Pasadena City Of Pasadena, Ca Park",-1.66,Auto & Transport: Fees & Registration,False,False,WF Credit Card Year End080425.csv,84c4a0aee9d1458a240fea4a3f40826b,True,,,False,False
2024-09-17,Wells Fargo CC,"SCV KIDS CONSIGNM SCV KIDS CONSIGNM HTTPSSCVKIDSO,CA","Scv Kids Consignm Scv Kids Consignm Httpsscvkidso,Ca",-3.4,Child-Related: Misc Expenses,False,False,WF Credit Card Year End080425.csv,bed6e6f3f06dee5a79f062be82d91bfb,True,,,False,False
2024-09-11,Wells Fargo CC,"SCV KIDS CONSIGNM SCV KIDS CONSIGNM HTTPSSCVKIDSO,CA","Scv Kids Consignm Scv Kids Consignm Httpsscvkidso,Ca",-95.86,Child-Related: Misc Expenses,False,False,WF Credit Card Year End080425.csv,832bae2858d3b6f5ac0121d226ac5308,True,,,False,False
2024-09-08,Wells Fargo CC,"SCV KIDS CONSIGNM SCV KIDS CONSIGNM HTTPSSCVKIDSO,CA","Scv Kids Consignm Scv Kids Consignm Httpsscvkidso,Ca",-24.05,Child-Related: Misc Expenses,False,False,WF Credit Card Year End080425.csv,9240fc3906e7096b870b1841c2de51ea,True,,,False,False
2024-09-08,Wells Fargo CC,"SCV KIDS CONSIGNM SCV KIDS CONSIGNM HTTPSSCVKIDSO,CA","Scv Kids Consignm Scv Kids Consignm Httpsscvkidso,Ca",-69.83,Child-Related: Misc Expenses,False,False,WF Credit Card Year End080425.csv,b93df8fbc94e0456f39c4918c0e8f3f9,True,,,False,False
2024-09-08,Wells Fargo CC,"SCV KIDS CONSIGNM SCV KIDS CONSIGNM HTTPSSCVKIDSO,CA","Scv Kids Consignm Scv Kids Consignm Httpsscvkidso,Ca",-44.75,Child-Related: Misc Expenses,False,False,WF Credit Card Year End080425.csv,2227f9015e8676bdfc5cf751dabaf08e,True,,,False,False
2024-09-08,Wells Fargo CC,"SCV KIDS CONSIGNM SCV KIDS CONSIGNM HTTPSSCVKIDSO,CA","Scv Kids Consignm Scv Kids Consignm Httpsscvkidso,Ca",-33.23,Child-Related: Misc Expenses,False,False,WF Credit Card Year End080425.csv,b51b5b988cd55eb8b8a201c9c919fd9a,True,,,False,False
2024-09-08,Wells Fargo CC,"SCV KIDS CONSIGNM SCV KIDS CONSIGNM HTTPSSCVKIDSO,CA","Scv Kids Consignm Scv Kids Consignm Httpsscvkidso,Ca",-28.24,Child-Related: Misc Expenses,False,False,WF Credit Card Year End080425.csv,3eed134785d9b0066427b332a2333615,True,,,False,False
2024-08-01,Wells Fargo CC,"LAKIDSCONSI PAYPAL *LAKIDSCONSI 4029357733   ,CA",Lakidsconsi Paypal,-17.99,Child-Related: Misc Expenses,False,False,WF Credit Card Year End080425.csv,a7af592f79b5a2b0d3162877a6c56449,True,,,False,False
2024-07-17,Wells Fargo CC,"RECREATION.GOV RECREATION.GOV 877-444-6777 ,NM",Recreation.Gov Recreation.Gov,-20.0,Entertainment & Travel: Vacation,False,False,WF Credit Card Year End080425.csv,8a50b4903f88912dce9aeef4f241d867,True,,,False,False
2024-07-09,Wells Fargo CC,"GOOGLE NUVERSE GOOGLE *Nuverse 855-836-3987 ,CA",Google Nuverse Google,-9.99,Entertainment & Travel: Entertainment,False,False,WF Credit Card Year End080425.csv,e370d47f9a44aa548349419e4a2d1381,True,,,False,False
2024-06-17,Wells Fargo CC,"CASH BACK REDEMPTION REF CASH BACK REDEMPTION REF 150712390   ,",Cash Back Redemption Ref Cash Back Redemption Ref,31.2,Non-Taxable Income: Rewards,False,False,WF Credit Card Year End080425.csv,7550b3a4257b8361316c38decc5284b8,True,,,False,False
2024-06-16,Wells Fargo CC,"FAMILY ALBUM MITENE FAMILY ALBUM MITENE SHIBUYA-KU   ,JP",Family Album Mitene Family Album Mitene Shibuya-Ku,-3.99,Child-Related: Misc Expenses,False,False,WF Credit Card Year End080425.csv,ee190b43b9a410b559a7437243f89c83,True,,,False,False
2024-06-13,Wells Fargo CC,"GOOGLE NUVERSE GOOGLE *Nuverse 855-836-3987 ,CA",Google Nuverse Google,-9.99,Entertainment & Travel: Entertainment,False,False,WF Credit Card Year End080425.csv,571a0b3f9a9651e31b543a6cc2235d4b,True,,,False,False
2024-06-04,Wells Fargo CC,"KOINLY KOINLY GREATER LONDO,GB","Koinly Koinly Greater Londo,Gb",-80.0,Fees & Subscriptions: Work Subscriptions,False,False,WF Credit Card Year End080425.csv,45e3a8b720662cd9852e3044a2bbecdd,True,,,False,False
2024-05-15,Wells Fargo CC,"CASH BACK REDEMPTION REF CASH BACK REDEMPTION REF 148493945   ,",Cash Back Redemption Ref Cash Back Redemption Ref,10.95,Non-Taxable Income: Rewards,False,False,WF Credit Card Year End080425.csv,31600337d28a3e589c3089dd25273d12,True,,,False,False
2024-05-14,Wells Fargo CC,"GLENDALE PARKS ONLINE GLENDALE PARKS ONLINE GLENDALE     ,CA",Glendale Parks Online Glendale Parks Online Glendale,-120.0,Child-Related: Misc Expenses,False,False,WF Credit Card Year End080425.csv,712286bb811de170a4dffba024b6aab0,True,,,False,False
2024-05-14,Wells Fargo CC,"GLENDALE PARKS ONLINE GLENDALE PARKS ONLINE GLENDALE     ,CA",Glendale Parks Online Glendale Parks Online Glendale,-40.0,Child-Related: Misc Expenses,False,False,WF Credit Card Year End080425.csv,923345a988fad1453c4bc3875bedf9cd,True,,,False,False
2024-05-01,Wells Fargo CC,"CALIFORNIA COURTS SUPERIOR COURT LA TRAFFIC 213-8300842  ,CA",California Courts Superior Court La Traffic,-227.0,Auto & Transport: Misc,False,False,WF Credit Card Year End080425.csv,cb0e39e6f827d1b2739ebf3c632b75f7,True,,,False,False
2024-04-28,Wells Fargo CC,"SCV KIDS CONSIGNM SP SCV KIDS CONSIGNM HTTPSSCVKIDSO,CA","Scv Kids Consignm Sp Scv Kids Consignm Httpsscvkidso,Ca",-61.83,Child-Related: Misc Expenses,False,False,WF Credit Card Year End080425.csv,b34c653e70c22e313a6f18f1c390aa8f,True,,,False,False
2024-04-02,Wells Fargo CC,"EB SAMMY OBEID FRESH EB SAMMY OBEID FRESH 8014137200   ,CA",Eb Sammy Obeid Fresh Eb Sammy Obeid Fresh,-65.56,Entertainment & Travel: Entertainment,False,False,WF Credit Card Year End080425.csv,e9bc06096fc78108fe14da35a1473ffc,True,,,False,False
2024-03-22,Wells Fargo CC,"CASH BACK REDEMPTION REF CASH BACK REDEMPTION REF 145077220   ,",Cash Back Redemption Ref Cash Back Redemption Ref,9.06,Non-Taxable Income: Rewards,False,False,WF Credit Card Year End080425.csv,89ec347487fbdca71cc14b7072afadde,True,,,False,False
2024-03-21,Wells Fargo CC,"GOOGLE NUVERSE GOOGLE *Nuverse 855-836-3987 ,CA",Google Nuverse Google,-7.99,Entertainment & Travel: Entertainment,False,False,WF Credit Card Year End080425.csv,1b83ff797a625b16d051d55f46803a73,True,,,False,False
2024-02-07,Wells Fargo CC,"GOOGLE NUVERSE GOOGLE *Nuverse 855-836-3987 ,CA",Google Nuverse Google,-9.99,Entertainment & Travel: Entertainment,False,False,WF Credit Card Year End080425.csv,32f87a376e7b95d258124c8e1b9c32b3,True,,,False,False
2024-01-24,Wells Fargo CC,"CITY OF PASADENA City of Pasadena, CA Park 704-817-2500 ,NC","City Of Pasadena City Of Pasadena, Ca Park",-2.6,Auto & Transport: Fees & Registration,False,False,WF Credit Card Year End080425.csv,06114ce47c675d0acb48fa1f2f5ec2f8,True,,,False,False
2024-10-14,Wells Fargo CC,"EXPRESS.COM PAYPAL *EXPRESS.COM 402-935-7733 ,OH",Express.Com Paypal,-105.84,Shopping: General,False,False,WF Credit Card Year End080425.csv,4c4e612477490c9a6c2dfb8a8d96c9cf,True,,,False,False
2024-12-21,Wells Fargo CC,"MOTION PICTURE MOTION PICTURE INDUSTRY H 818-769-0007 ,CA",Motion Picture Motion Picture Industry H,-300.0,Health & Wellness: Premiums,False,False,WF Credit Card Year End080425.csv,8c747499a4e8a5e9b62ab0b07e08fc37,True,,,False,False
2024-10-03,Wells Fargo CC,"GOOGLE MARVEL SNAP GOOGLE *MARVEL SNAP 855-836-3987 ,CA",Google Marvel Snap Google,-9.99,Entertainment & Travel: Entertainment,False,False,WF Credit Card Year End080425.csv,d95dfe5d10bfc2a5360bab4b7427e853,True,,,False,False
2024-08-12,Wells Fargo CC,"TOTEM PTA CA MEMBER TOTEM* PTA CA MEMBER HTTPSJOINTOTE,CA",Totem Pta Ca Member Totem,-11.0,Child-Related: Misc Expenses,False,False,WF Credit Card Year End080425.csv,27c33c5f3cf6d1678eec03269043faa1,True,,,False,False
2024-06-20,Wells Fargo CC,"MOTION PICTURE MOTION PICTURE INDUSTRY H 818-769-0007 ,CA",Motion Picture Motion Picture Industry H,-300.0,Health & Wellness: Premiums,False,False,WF Credit Card Year End080425.csv,407c4da0298fe2fc35e7a31e09910262,True,,,False,False
2024-05-31,Wells Fargo CC,"TRADINGVIEW TRADINGVIEWVPRODUCT TV.SUPPORT   ,OH",Tradingview Tradingviewvproduct Tv.Support,-125.87,Fees & Subscriptions: General,False,False,WF Credit Card Year End080425.csv,b8e10c9006bf56f53bc22ebdf74a5bad,True,,,False,False
2024-05-10,Wells Fargo CC,"GOOGLE NUVERSE GOOGLE *Nuverse 855-836-3987 ,CA",Google Nuverse Google,-9.99,Entertainment & Travel: Entertainment,False,False,WF Credit Card Year End080425.csv,1562269d669ef689d899a2d46b456b99,True,,,False,False
2024-03-19,Wells Fargo CC,"HOTSPOTSHIELD HOTSPOTSHIELD.COM HOTSPOTSHIELD,CA","Hotspotshield Hotspotshield.Com Hotspotshield,Ca",-107.64,Fees & Subscriptions: Work Subscriptions,False,False,WF Credit Card Year End080425.csv,b9584677945c3b1e06374ddd826b9fae,True,,,False,False
2024-07-31,Wells Fargo CC,"REI REI #183 BURBANK BURBANK      ,CA",Rei Rei,-104.74,Shopping: General,False,False,WF Credit Card Year End080425.csv,aa17816895784cbbd1f70476c4882704,True,,,False,False
2024-07-20,Wells Fargo CC,"REI REI #183 BURBANK BURBANK      ,CA",Rei Rei,-112.41,Shopping: General,False,False,WF Credit Card Year End080425.csv,b7a0b9024f00232316909281a08ee258,True,,,False,False
2024-07-17,Wells Fargo CC,"REI REI #183 BURBANK BURBANK      ,CA",Rei Rei,-123.41,Shopping: General,False,False,WF Credit Card Year End080425.csv,8ed89b977a9e60a8b9c02c25ba234eff,True,,,False,False
2024-07-13,Wells Fargo CC,"REI.COM REI.COM  800-426-4840 800-426-4840 ,WA",Rei.Com Rei.Com,-79.99,Shopping: General,False,False,WF Credit Card Year End080425.csv,e995197415e505a2b1e1a995fdd10273,True,,,False,False
2024-12-23,Wells Fargo CC,"ETSY Etsy.com*EmbroSTyleDes ETSY.COM     ,NY",Etsy Etsy.Com,-2.95,Shopping: General,False,False,WF Credit Card Year End080425.csv,e20b22be14086d8df4995b9626f05842,True,,,False,False
2024-12-22,Wells Fargo CC,"ETSY Etsy.com*EmbroSTyleDes ETSY.COM     ,NY",Etsy Etsy.Com,-2.95,Shopping: General,False,False,WF Credit Card Year End080425.csv,907d066e4a9ca245e788f6810bbfdd2a,True,,,False,False
2024-12-22,Wells Fargo CC,"ETSY Etsy.com*MXWcreative ETSY.COM     ,NY",Etsy Etsy.Com,-14.55,Shopping: General,False,False,WF Credit Card Year End080425.csv,8738910287350d2501bfbfc486f34aed,True,,,False,False
2024-10-28,Wells Fargo CC,"WALMART PAYPAL *WALMART COM 402-935-7733 ,CA",Walmart Paypal,-107.52,Shopping: General,False,False,WF Credit Card Year End080425.csv,8526f57b7ca4f800f8d1a259d7cb4476,True,,,False,False
2024-10-27,Wells Fargo CC,"LA KIDS SCV CONSIGNMENT LA KIDS- SCV CONSIGNMENT BURBANK      ,CA",La Kids Scv Consignment La Kids- Scv Consignment Burbank,-168.41,Child-Related: Misc Expenses,False,False,WF Credit Card Year End080425.csv,3eaaa9811bb8e1729a89bc1acd26324c,True,,,False,False
2024-10-24,Wells Fargo CC,"LA KIDS SCV CONSIGNMENT LA KIDS- SCV CONSIGNMENT BURBANK      ,CA",La Kids Scv Consignment La Kids- Scv Consignment Burbank,-43.0,Child-Related: Misc Expenses,False,False,WF Credit Card Year End080425.csv,d6ec8655d25b270480edde0be0aa45fe,True,,,False,False
2024-10-23,Wells Fargo CC,"LA KIDS SCV CONSIGNMENT LA KIDS- SCV CONSIGNMENT BURBANK      ,CA",La Kids Scv Consignment La Kids- Scv Consignment Burbank,-51.82,Child-Related: Misc Expenses,False,False,WF Credit Card Year End080425.csv,55aff3d1d4ef5e3165324753a667c9e7,True,,,False,False
2024-10-21,Wells Fargo CC,"EBAY eBay O*02-12231-09658 San Jose     ,CA",Ebay Ebay O,-60.99,Shopping: General,False,False,WF Credit Card Year End080425.csv,416afe1315d3768452e6a1aba7f29459,True,,,False,False
2024-10-21,Wells Fargo CC,"EBAY eBay O*02-12231-09657 San Jose     ,CA",Ebay Ebay O,-1218.75,Shopping: General,False,False,WF Credit Card Year End080425.csv,559238f14ee2afb1c689f50caf0460ba,True,,,False,False
2024-06-21,Wells Fargo CC,"EBAY eBay O*20-11716-02687 408-3766151  ,CA",Ebay Ebay O,-48.84,Shopping: General,False,False,WF Credit Card Year End080425.csv,a77fa2d2365a7c9613cd76775eb3b472,True,,,False,False
2024-04-16,Wells Fargo CC,"PARTY CITY PARTY CITY 1504 BURBANK      ,CA",Party City Party City,-11.03,Child-Related: Misc Expenses,False,False,WF Credit Card Year End080425.csv,cab958ee4827adb2fa8469b1c4462f05,True,,,False,False
2024-12-16,Wells Fargo CC,"DELTA AIRLINES DELTA AIR   Baggage Fee LOS ANGELES  ,CA",Delta Airlines Delta Air,-35.0,Entertainment & Travel: Vacation,False,False,WF Credit Card Year End080425.csv,6991f6191043d312bd48df1485e74f95,True,,,False,False
2024-10-16,Wells Fargo CC,"GOLDDIGGERS GOLD-DIGGERS LOS ANGELES  ,CA",Golddiggers Gold-Diggers Los Angeles,-70.08,Food: Booze,False,False,WF Credit Card Year End080425.csv,4c2084432f80b4c62ec2329ac980ccac,True,,,False,False
2024-04-19,Wells Fargo CC,"THE HOTEL THE HOTEL CAFE 323-4612040  ,CA",The Hotel The Hotel Cafe,-67.32,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,c1498232deddac4704410adf2f81a4ca,True,,,False,False
2024-05-18,Wells Fargo CC,"ENTERPRISE CAR RENTALS ENTERPRISE RENT-A-CAR BURBANK      ,CA",Enterprise Car Rentals Enterprise Rent-A-Car Burbank,-300.0,Entertainment & Travel: Vacation,False,False,WF Credit Card Year End080425.csv,3f089fd1db32076a028a11bb41dab198,True,,,False,False
2024-05-16,Wells Fargo CC,"ENTERPRISE CAR RENTALS ENTERPRISE RENT-A-CAR BURBANK      ,CA",Enterprise Car Rentals Enterprise Rent-A-Car Burbank,-143.5,Entertainment & Travel: Vacation,False,False,WF Credit Card Year End080425.csv,7b9cd74bfc51eab832fe42696da6c51c,True,,,False,False
2024-05-15,Wells Fargo CC,"ENTERPRISE CAR RENTALS ENTERPRISE RENT-A-CAR BURBANK      ,CA",Enterprise Car Rentals Enterprise Rent-A-Car Burbank,-50.0,Entertainment & Travel: Vacation,False,False,WF Credit Card Year End080425.csv,6df74cebc1cbcf99812080b89b7f1ce7,True,,,False,False
2024-05-08,Wells Fargo CC,"ENTERPRISE CAR RENTALS ENTERPRISE RENT-A-CAR BURBANK      ,CA",Enterprise Car Rentals Enterprise Rent-A-Car Burbank,-0.01,Entertainment & Travel: Vacation,False,False,WF Credit Card Year End080425.csv,81a139673aa88e690032c047de0cd8be,True,,,False,False
2024-05-08,Wells Fargo CC,"ENTERPRISE CAR RENTALS ENTERPRISE RENT-A-CAR BURBANK      ,CA",Enterprise Car Rentals Enterprise Rent-A-Car Burbank,-536.05,Entertainment & Travel: Vacation,False,False,WF Credit Card Year End080425.csv,4cf362e774c99a4179ab47e1c5af96be,True,,,False,False
2024-05-06,Wells Fargo CC,"ENTERPRISE CAR RENTALS ENTERPRISE RENT-A-CAR BURBANK      ,CA",Enterprise Car Rentals Enterprise Rent-A-Car Burbank,-300.0,Entertainment & Travel: Vacation,False,False,WF Credit Card Year End080425.csv,5c92371c9b4429829838a45a441dcc7a,True,,,False,False
2024-05-02,Wells Fargo CC,"ENTERPRISE CAR RENTALS ENTERPRISE RENT-A-CAR BURBANK      ,CA",Enterprise Car Rentals Enterprise Rent-A-Car Burbank,-477.3,Entertainment & Travel: Vacation,False,False,WF Credit Card Year End080425.csv,b51a0334e69eb0816fa43d2e83b66836,True,,,False,False
2024-05-02,Wells Fargo CC,"ENTERPRISE CAR RENTALS ENTERPRISE RENT-A-CAR BURBANK      ,CA",Enterprise Car Rentals Enterprise Rent-A-Car Burbank,-1.0,Entertainment & Travel: Vacation,False,False,WF Credit Card Year End080425.csv,0de98287f270e293573c66e9198ace46,True,,,False,False
2024-08-23,Wells Fargo CC,"CAR PROS KIA CAR PROS KIA OF GLENDALE GLENDALE     ,CA",Car Pros Kia Car Pros Kia Of Glendale Glendale,-285.15,Auto & Transport: Misc,False,False,WF Credit Card Year End080425.csv,4ae447f7f57b1b86b941a8e1cc8e40df,True,,,False,False
